run_id,match_id,table_size,hand_id,dealer,winner,win_amount,pot_size,end_round,showdown,stacks_after
20260409T124455Z,match_003_baseline_vs_weak_ai_vs_main_ai,3,9,main_ai,main_ai,2390,2390,Showdown,True,"{""baseline"": -390, ""main_ai"": 1390, ""weak_ai"": -1000}"
20260409T124455Z,match_003_baseline_vs_weak_ai_vs_main_ai,3,10,baseline,main_ai,2780,2780,Showdown,True,"{""baseline"": -780, ""main_ai"": 1780, ""weak_ai"": -1000}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,1,baseline,main_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": 2000, ""weak_ai"": -1000}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,2,weak_ai,baseline,3000,3000,Showdown,True,"{""baseline"": 2000, ""main_ai"": -1000, ""weak_ai"": -1000}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,3,main_ai,baseline,2970,2970,Showdown,True,"{""baseline"": 1980, ""main_ai"": -990, ""weak_ai"": -990}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,4,baseline,main_ai,2610,2610,Showdown,True,"{""baseline"": -610, ""main_ai"": 1610, ""weak_ai"": -1000}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,5,weak_ai,weak_ai,2000,2000,Showdown,True,"{""baseline"": -20, ""main_ai"": -990, ""weak_ai"": 1010}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,6,main_ai,weak_ai,2380,2380,Showdown,True,"{""baseline"": -380, ""main_ai"": -1000, ""weak_ai"": 1380}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,7,baseline,"weak_ai, main_ai",2610,2610,Showdown,True,"{""baseline"": -610, ""main_ai"": 305, ""weak_ai"": 305}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,8,weak_ai,weak_ai,2970,2970,Showdown,True,"{""baseline"": -990, ""main_ai"": -990, ""weak_ai"": 1980}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,9,main_ai,weak_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": -1000, ""weak_ai"": 2000}"
20260409T124455Z,match_004_baseline_vs_weak_ai_vs_main_ai,3,10,baseline,main_ai,2890,2890,Showdown,True,"{""baseline"": -910, ""main_ai"": 1900, ""weak_ai"": -990}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,1,baseline,weak_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": -1000, ""weak_ai"": 2000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,2,weak_ai,baseline,3000,3000,Showdown,True,"{""baseline"": 2000, ""main_ai"": -1000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,3,main_ai,weak_ai,2450,2450,Showdown,True,"{""baseline"": -450, ""main_ai"": -1000, ""weak_ai"": 1450}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,4,baseline,main_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": 2000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,5,weak_ai,baseline,3000,3000,Showdown,True,"{""baseline"": 2000, ""main_ai"": -1000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,6,main_ai,baseline,3000,3000,Showdown,True,"{""baseline"": 2000, ""main_ai"": -1000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,7,baseline,main_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": 2000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,8,weak_ai,main_ai,3000,3000,Showdown,True,"{""baseline"": -1000, ""main_ai"": 2000, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,9,main_ai,main_ai,2390,2390,Showdown,True,"{""baseline"": -390, ""main_ai"": 1390, ""weak_ai"": -1000}"
20260409T124455Z,match_005_baseline_vs_weak_ai_vs_main_ai,3,10,baseline,baseline,3000,3000,Showdown,True,"{""baseline"": 2000, ""main_ai"": -1000, ""weak_ai"": -1000}"
