run_id,match_id,table_size,hand_id,dealer,winner,win_amount,pot_size,end_round,showdown,stacks_after
20260409T024859Z,match_002_baseline_vs_weak_ai,2,9,baseline,baseline,1990,1990,Showdown,True,"{""baseline"": 995, ""weak_ai"": -995}"
20260409T024859Z,match_002_baseline_vs_weak_ai,2,10,weak_ai,weak_ai,400,400,Showdown,True,"{""baseline"": -200, ""weak_ai"": 200}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,1,baseline,main_ai,440,440,Showdown,True,"{""baseline"": -220, ""main_ai"": 220}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,2,main_ai,"baseline, main_ai",2000,2000,Showdown,True,"{""baseline"": 0, ""main_ai"": 0}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,3,baseline,main_ai,430,430,Showdown,True,"{""baseline"": -215, ""main_ai"": 215}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,4,main_ai,baseline,1620,1620,Showdown,True,"{""baseline"": 810, ""main_ai"": -810}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,5,baseline,baseline,850,850,Showdown,True,"{""baseline"": 425, ""main_ai"": -425}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,6,main_ai,main_ai,720,720,Showdown,True,"{""baseline"": -360, ""main_ai"": 360}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,7,baseline,main_ai,774,774,Showdown,True,"{""baseline"": -387, ""main_ai"": 387}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,8,main_ai,main_ai,820,820,Showdown,True,"{""baseline"": -410, ""main_ai"": 410}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,9,baseline,main_ai,340,340,Turn,False,"{""baseline"": -120, ""main_ai"": 120}"
20260409T024859Z,match_003_baseline_vs_main_ai,2,10,main_ai,baseline,860,860,Showdown,True,"{""baseline"": 430, ""main_ai"": -430}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,1,baseline,baseline,2000,2000,Showdown,True,"{""baseline"": 1000, ""main_ai"": -1000}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,2,main_ai,baseline,420,420,Showdown,True,"{""baseline"": 210, ""main_ai"": -210}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,3,baseline,baseline,1466,1466,Showdown,True,"{""baseline"": 733, ""main_ai"": -733}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,4,main_ai,"baseline, main_ai",2000,2000,Showdown,True,"{""baseline"": 0, ""main_ai"": 0}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,5,baseline,main_ai,350,350,Turn,False,"{""baseline"": -110, ""main_ai"": 110}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,6,main_ai,main_ai,480,480,Showdown,True,"{""baseline"": -240, ""main_ai"": 240}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,7,baseline,main_ai,580,580,River,False,"{""baseline"": -175, ""main_ai"": 175}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,8,main_ai,main_ai,720,720,Showdown,True,"{""baseline"": -360, ""main_ai"": 360}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,9,baseline,baseline,1980,1980,Showdown,True,"{""baseline"": 990, ""main_ai"": -990}"
20260409T024859Z,match_004_baseline_vs_main_ai,2,10,main_ai,main_ai,774,774,Showdown,True,"{""baseline"": -387, ""main_ai"": 387}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,1,weak_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,2,main_ai,main_ai,2000,2000,Showdown,True,"{""main_ai"": 1000, ""weak_ai"": -1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,3,weak_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,4,main_ai,main_ai,2000,2000,Showdown,True,"{""main_ai"": 1000, ""weak_ai"": -1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,5,weak_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,6,main_ai,weak_ai,1980,1980,Showdown,True,"{""main_ai"": -990, ""weak_ai"": 990}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,7,weak_ai,main_ai,1980,1980,Showdown,True,"{""main_ai"": 990, ""weak_ai"": -990}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,8,main_ai,main_ai,1980,1980,Showdown,True,"{""main_ai"": 990, ""weak_ai"": -990}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,9,weak_ai,main_ai,2000,2000,Showdown,True,"{""main_ai"": 1000, ""weak_ai"": -1000}"
20260409T024859Z,match_005_weak_ai_vs_main_ai,2,10,main_ai,weak_ai,1980,1980,Showdown,True,"{""main_ai"": -990, ""weak_ai"": 990}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,1,weak_ai,weak_ai,1980,1980,Showdown,True,"{""main_ai"": -990, ""weak_ai"": 990}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,2,main_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,3,weak_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,4,main_ai,main_ai,2000,2000,Showdown,True,"{""main_ai"": 1000, ""weak_ai"": -1000}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,5,weak_ai,main_ai,1980,1980,Showdown,True,"{""main_ai"": 990, ""weak_ai"": -990}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,6,main_ai,main_ai,2000,2000,Showdown,True,"{""main_ai"": 1000, ""weak_ai"": -1000}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,7,weak_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,8,main_ai,"weak_ai, main_ai",2000,2000,Showdown,True,"{""main_ai"": 0, ""weak_ai"": 0}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,9,weak_ai,weak_ai,1980,1980,Showdown,True,"{""main_ai"": -990, ""weak_ai"": 990}"
20260409T024859Z,match_006_weak_ai_vs_main_ai,2,10,main_ai,weak_ai,2000,2000,Showdown,True,"{""main_ai"": -1000, ""weak_ai"": 1000}"
